,PASSION,Doctor,Lawyer,Teacher,Engineer,Accountant,Nurse,Police,Architect,Dentist,Pharmacist,Max_Similarity_Column
17,dentists,30.618621784789724,11.785113019775793,38.490017945975055,43.30127018922194,40.824829046386306,51.63977794943222,23.570226039551585,48.03844614152615,96.22504486493763,41.66666666666667,Dentist
18,POLicE,43.30127018922194,33.333333333333336,40.824829046386306,40.824829046386306,28.86751345948129,18.257418583505537,100.00000000000003,45.29108136578384,27.216552697590867,35.35533905932738,Police
19,ENJINEER,8.838834764831843,40.824829046386306,58.333333333333336,93.75,23.570226039551585,67.08203932499369,40.824829046386306,34.668762264076825,50.0,14.433756729740645,Engineer
20,engeniiar,9.128709291752767,42.16370213557839,51.63977794943222,90.36961141150638,36.51483716701108,57.735026918962575,42.16370213557839,42.966892442365975,51.63977794943222,37.2677996249965,Engineer
21,enginear,10.206207261596575,47.14045207910317,57.735026918962575,93.81941874331419,40.824829046386306,64.54972243679028,35.35533905932738,40.03203845127179,48.112522432468815,33.333333333333336,Engineer
22,accounTAnT,50.0,19.245008972987527,47.14045207910317,23.570226039551585,100.00000000000003,31.622776601683793,28.86751345948129,65.37204504606136,47.14045207910317,54.433105395181734,Accountant
23,TEacher,35.35533905932737,54.433105395181734,100.0,58.333333333333336,47.14045207910317,44.721359549995796,40.824829046386306,83.20502943378438,44.44444444444444,57.735026918962575,Teacher
24,POLIcE,43.30127018922194,33.333333333333336,40.824829046386306,40.824829046386306,28.86751345948129,18.257418583505537,100.00000000000003,45.29108136578384,27.216552697590867,35.35533905932738,Police
25,denstists,25.724787771376324,9.901475429766744,32.33808333817773,36.38034375544994,34.29971702850177,54.23261445466404,19.80295085953349,40.36036763977875,88.92972917998875,42.0084025208403,Dentist
26,pharmaccist,36.514837167011066,31.622776601683793,60.246407607670925,12.909944487358056,60.85806194501846,23.094010767585026,42.16370213557839,78.77263614433761,34.42651863295481,96.89627902499089,Pharmacist
27,doktur,72.16878364870323,16.666666666666668,27.216552697590867,10.206207261596576,38.490017945975055,36.51483716701107,16.666666666666668,33.96831102433788,40.824829046386306,23.570226039551585,Doctor
28,POlICE,43.30127018922194,33.333333333333336,40.824829046386306,40.824829046386306,28.86751345948129,18.257418583505537,100.00000000000003,45.29108136578384,27.216552697590867,35.35533905932738,Police
29,DEIST,31.622776601683793,18.257418583505537,44.721359549995796,44.721359549995796,21.081851067789195,39.99999999999999,36.51483716701107,49.613893835683385,89.44271909999159,38.72983346207417,Dentist
30,doctuor,94.28090415820633,13.608276348795433,33.33333333333333,8.333333333333332,54.997194092287025,29.8142396999972,40.824829046386306,46.22501635210243,33.33333333333333,28.867513459481287,Doctor
31,dentists,30.618621784789724,11.785113019775793,38.490017945975055,43.30127018922194,40.824829046386306,51.63977794943222,23.570226039551585,48.03844614152615,96.22504486493763,41.66666666666667,Dentist
32,doktoor,88.2522608121828,11.32277034144596,18.490006540840973,6.933752452815364,32.68602252303068,12.403473458920846,33.96831102433788,23.07692307692308,27.735009811261456,16.012815380508716,Doctor
33,DENISST,23.57022603955158,13.608276348795433,33.33333333333333,50.0,31.426968052735443,59.6284793999944,27.216552697590867,36.980013081681946,88.88888888888889,38.490017945975055,Dentist
34,doctore,94.28090415820633,27.216552697590867,55.55555555555556,33.33333333333333,47.14045207910317,29.8142396999972,54.433105395181734,55.47001962252291,44.44444444444444,28.867513459481287,Doctor
35,lAWYREE,11.78511301977579,95.25793444156805,66.66666666666666,58.333333333333336,15.713484026367722,44.721359549995796,40.824829046386306,36.980013081681946,22.22222222222222,28.867513459481287,Lawyer
36,denttst,39.2232270276368,11.32277034144596,46.22501635210243,34.668762264076825,52.297636036849084,37.210420376762535,11.32277034144596,53.846153846153854,92.45003270420486,32.02563076101743,Dentist
37,dactar,49.999999999999986,43.30127018922194,58.92556509887895,8.838834764831843,66.66666666666666,15.811388300841896,14.433756729740645,68.6406472983644,35.35533905932737,71.44345083117602,Pharmacist
38,DOCTUER,80.1783725737273,30.860669992418384,62.9940788348712,37.79644730092272,53.45224838248488,50.70925528371099,46.29100498862757,62.897090203315095,50.395263067896956,32.73268353539886,Doctor
39,tEacHER,35.35533905932737,54.433105395181734,100.0,58.333333333333336,47.14045207910317,44.721359549995796,40.824829046386306,83.20502943378438,44.44444444444444,57.735026918962575,Teacher
40,TeaCHeR,35.35533905932737,54.433105395181734,100.0,58.333333333333336,47.14045207910317,44.721359549995796,40.824829046386306,83.20502943378438,44.44444444444444,57.735026918962575,Teacher
41,doktr,79.05694150420948,18.257418583505537,29.8142396999972,11.180339887498949,31.622776601683793,19.999999999999996,18.257418583505537,37.210420376762535,44.721359549995796,25.81988897471611,Doctor
42,doctar,86.60254037844388,33.333333333333336,54.433105395181734,10.206207261596576,67.35753140545636,18.257418583505537,33.333333333333336,67.93662204867576,40.824829046386306,58.92556509887896,Doctor
43,poLIcE,43.30127018922194,33.333333333333336,40.824829046386306,40.824829046386306,28.86751345948129,18.257418583505537,100.00000000000003,45.29108136578384,27.216552697590867,35.35533905932738,Police
44,TEaCHer,35.35533905932737,54.433105395181734,100.0,58.333333333333336,47.14045207910317,44.721359549995796,40.824829046386306,83.20502943378438,44.44444444444444,57.735026918962575,Teacher
45,enjinear,10.206207261596575,47.14045207910317,57.735026918962575,86.60254037844388,40.824829046386306,64.54972243679028,35.35533905932738,40.03203845127179,48.112522432468815,33.333333333333336,Engineer
46,TeaCHer,35.35533905932737,54.433105395181734,100.0,58.333333333333336,47.14045207910317,44.721359549995796,40.824829046386306,83.20502943378438,44.44444444444444,57.735026918962575,Teacher
47,enjneear,8.838834764831843,51.03103630798288,66.66666666666666,87.5,35.35533905932738,67.08203932499369,30.618621784789728,34.668762264076825,41.66666666666667,21.65063509461097,Engineer
48,TEACher,35.35533905932737,54.433105395181734,100.0,58.333333333333336,47.14045207910317,44.721359549995796,40.824829046386306,83.20502943378438,44.44444444444444,57.735026918962575,Teacher
49,ARCHITEKCT,47.2455591261534,32.73268353539886,80.17837257372732,33.40765523905305,62.9940788348712,23.904572186687872,43.64357804719848,96.36241116594316,53.45224838248488,69.43650748294137,Architect
50,engineer,8.838834764831843,40.824829046386306,58.333333333333336,100.0,23.570226039551585,67.08203932499369,40.824829046386306,34.668762264076825,50.0,14.433756729740645,Engineer
51,PHARMASICT,30.618621784789724,35.35533905932738,57.735026918962575,14.433756729740645,54.433105395181734,25.81988897471611,35.35533905932738,72.05766921228923,38.490017945975055,100.00000000000003,Pharmacist
52,PoLICE,43.30127018922194,33.333333333333336,40.824829046386306,40.824829046386306,28.86751345948129,18.257418583505537,100.00000000000003,45.29108136578384,27.216552697590867,35.35533905932738,Police
53,enjeneer,7.5377836144440895,43.51941398892446,63.960214906683134,90.61030445113443,20.10075630518424,66.74238124719145,34.81553119113957,29.56561979945413,42.640143271122085,6.154574548966636,Engineer
54,denist,28.86751345948129,16.666666666666668,40.824829046386306,61.237243569579455,38.490017945975055,54.77225575051661,33.333333333333336,45.29108136578384,95.25793444156805,35.35533905932738,Dentist
55,nusrqe,14.433756729740645,33.333333333333336,40.824829046386306,61.237243569579455,28.86751345948129,91.28709291752769,16.666666666666668,22.64554068289192,40.824829046386306,23.570226039551585,Nurse
56,acCOUNTANT,50.0,19.245008972987527,47.14045207910317,23.570226039551585,100.00000000000003,31.622776601683793,28.86751345948129,65.37204504606136,47.14045207910317,54.433105395181734,Accountant
57,DENTSISTS,25.724787771376324,9.901475429766744,32.33808333817773,36.38034375544994,34.29971702850177,54.23261445466404,19.80295085953349,40.36036763977875,88.92972917998875,42.0084025208403,Dentist
58,tEACHer,35.35533905932737,54.433105395181734,100.0,58.333333333333336,47.14045207910317,44.721359549995796,40.824829046386306,83.20502943378438,44.44444444444444,57.735026918962575,Teacher
59,POLiCE,43.30127018922194,33.333333333333336,40.824829046386306,40.824829046386306,28.86751345948129,18.257418583505537,100.00000000000003,45.29108136578384,27.216552697590867,35.35533905932738,Police
60,doctara,70.71067811865474,40.824829046386306,55.55555555555556,8.333333333333332,70.71067811865476,14.9071198499986,27.216552697590867,64.71502289294341,33.33333333333333,67.35753140545634,Accountant
61,arkhitect,42.640143271122085,36.92744729379982,80.40302522073696,37.68891807222045,56.85352436149612,26.967994498529684,36.92744729379982,91.98662110078,60.30226891555272,69.63106238227914,Architect
62,enjeeneear,6.249999999999998,50.51814855409226,70.71067811865474,88.38834764831843,25.0,63.245553203367585,36.08439182435161,34.3203236491822,41.24789556921527,15.309310892394862,Engineer
63,archatekt,39.2232270276368,45.29108136578384,83.20502943378438,27.735009811261456,65.37204504606136,24.806946917841692,22.64554068289192,84.61538461538463,46.22501635210243,72.05766921228923,Architect
64,dactur,57.73502691896258,33.333333333333336,54.433105395181734,10.206207261596576,67.35753140545636,36.51483716701107,16.666666666666668,67.93662204867576,40.824829046386306,58.92556509887896,Architect
65,LAWYER,14.433756729740645,100.00000000000003,54.433105395181734,40.824829046386306,19.245008972987527,36.51483716701107,33.333333333333336,33.96831102433788,13.608276348795433,35.35533905932738,Lawyer
66,Enginnir,8.838834764831843,20.412414523193153,25.0,81.25,35.35533905932738,55.90169943749474,30.618621784789728,27.735009811261456,50.0,21.65063509461097,Engineer
67,DENSTIST,30.618621784789724,11.785113019775793,38.490017945975055,43.30127018922194,40.824829046386306,51.63977794943222,23.570226039551585,48.03844614152615,96.22504486493763,41.66666666666667,Dentist
68,tEaCHER,35.35533905932737,54.433105395181734,100.0,58.333333333333336,47.14045207910317,44.721359549995796,40.824829046386306,83.20502943378438,44.44444444444444,57.735026918962575,Teacher
69,enjeeneer,6.350006350009525,43.994134506406,65.85527740981748,89.80265101338746,16.93335026669207,64.2575463121999,36.66177875533833,29.88812888320308,41.90790380624748,5.184758473652128,Engineer
70,enjineeer,7.372097807744857,42.56282653793744,62.554324217122435,93.83148632568366,19.658927487319623,65.27533657682196,42.56282653793744,34.69889591797442,48.65336327998411,12.038585308576923,Engineer
71,poLIcE,43.30127018922194,33.333333333333336,40.824829046386306,40.824829046386306,28.86751345948129,18.257418583505537,100.00000000000003,45.29108136578384,27.216552697590867,35.35533905932738,Police
72,tEACHeR,35.35533905932737,54.433105395181734,100.0,58.333333333333336,47.14045207910317,44.721359549995796,40.824829046386306,83.20502943378438,44.44444444444444,57.735026918962575,Teacher
73,architet,44.721359549995796,38.72983346207417,84.32740427115678,39.52847075210474,59.6284793999944,28.284271247461895,38.72983346207417,96.47638212377322,63.245553203367585,73.02967433402215,Architect
74,LAWYR,15.811388300841896,91.28709291752769,29.8142396999972,11.180339887498949,21.081851067789195,19.999999999999996,18.257418583505537,24.806946917841692,0.0,38.72983346207417,Lawyer
75,enjeenir,8.838834764831843,40.824829046386306,58.333333333333336,93.75,23.570226039551585,67.08203932499369,40.824829046386306,34.668762264076825,50.0,14.433756729740645,Engineer
76,accOUNtANT,50.0,19.245008972987527,47.14045207910317,23.570226039551585,100.00000000000003,31.622776601683793,28.86751345948129,65.37204504606136,47.14045207910317,54.433105395181734,Accountant
77,TEACHer,35.35533905932737,54.433105395181734,100.0,58.333333333333336,47.14045207910317,44.721359549995796,40.824829046386306,83.20502943378438,44.44444444444444,57.735026918962575,Teacher
78,Engenier,8.838834764831843,40.824829046386306,58.333333333333336,100.0,23.570226039551585,67.08203932499369,40.824829046386306,34.668762264076825,50.0,14.433756729740645,Engineer
79,PoLICE,43.30127018922194,33.333333333333336,40.824829046386306,40.824829046386306,28.86751345948129,18.257418583505537,100.00000000000003,45.29108136578384,27.216552697590867,35.35533905932738,Police
80,engieear,9.44911182523068,54.5544725589981,71.26966450997983,93.54143466934853,25.197631533948485,59.76143046671968,43.64357804719848,44.47495899966608,44.5435403187374,30.860669992418387,Engineer
81,PoLICE,43.30127018922194,33.333333333333336,40.824829046386306,40.824829046386306,28.86751345948129,18.257418583505537,100.00000000000003,45.29108136578384,27.216552697590867,35.35533905932738,Police
82,TEAcHeR,35.35533905932737,54.433105395181734,100.0,58.333333333333336,47.14045207910317,44.721359549995796,40.824829046386306,83.20502943378438,44.44444444444444,57.735026918962575,Teacher
83,polICe,43.30127018922194,33.333333333333336,40.824829046386306,40.824829046386306,28.86751345948129,18.257418583505537,100.00000000000003,45.29108136578384,27.216552697590867,35.35533905932738,Police
84,enjeineer,7.372097807744857,42.56282653793744,62.554324217122435,93.83148632568366,19.658927487319623,65.27533657682196,42.56282653793744,34.69889591797442,48.65336327998411,12.038585308576923,Engineer
85,teachER,35.35533905932737,54.433105395181734,100.0,58.333333333333336,47.14045207910317,44.721359549995796,40.824829046386306,83.20502943378438,44.44444444444444,57.735026918962575,Teacher
86,Engunir,11.78511301977579,27.216552697590867,33.33333333333333,83.33333333333334,39.28371006591931,74.53559924999298,27.216552697590867,27.735009811261456,44.44444444444444,19.245008972987527,Engineer
87,nusxe,0.0,18.257418583505537,29.8142396999972,55.90169943749474,31.622776601683793,79.99999999999999,18.257418583505537,12.403473458920846,44.721359549995796,12.909944487358056,Nurse
88,arkhitect,42.640143271122085,36.92744729379982,80.40302522073696,37.68891807222045,56.85352436149612,26.967994498529684,36.92744729379982,91.98662110078,60.30226891555272,69.63106238227914,Architect
89,enjeenirr,16.222142113076252,46.8292905790847,61.17752903214979,91.7662935482247,21.629522817435006,71.81848464596078,37.46343246326776,38.17708577854667,45.88314677411234,19.867985355975655,Engineer
90,engeeneaar,6.933752452815364,56.04485383178051,71.90924955066748,88.25226081218283,36.980013081681946,61.39406135149205,32.02563076101743,38.07498052542949,39.22322702763681,28.306925853614896,Engineer
91,PoliCe,43.30127018922194,33.333333333333336,40.824829046386306,40.824829046386306,28.86751345948129,18.257418583505537,100.00000000000003,45.29108136578384,27.216552697590867,35.35533905932738,Police
92,poLIcE,43.30127018922194,33.333333333333336,40.824829046386306,40.824829046386306,28.86751345948129,18.257418583505537,100.00000000000003,45.29108136578384,27.216552697590867,35.35533905932738,Police
93,DOKATAR,58.92556509887895,40.824829046386306,44.44444444444444,8.333333333333332,54.997194092287025,14.9071198499986,13.608276348795433,46.22501635210243,33.33333333333333,57.735026918962575,Doctor
94,laWYER,14.433756729740645,100.00000000000003,54.433105395181734,40.824829046386306,19.245008972987527,36.51483716701107,33.333333333333336,33.96831102433788,13.608276348795433,35.35533905932738,Lawyer
95,docktor,94.28090415820633,13.608276348795433,33.33333333333333,8.333333333333332,47.14045207910317,14.9071198499986,40.824829046386306,46.22501635210243,33.33333333333333,28.867513459481287,Doctor
96,TEaCHeR,35.35533905932737,54.433105395181734,100.0,58.333333333333336,47.14045207910317,44.721359549995796,40.824829046386306,83.20502943378438,44.44444444444444,57.735026918962575,Teacher
97,LAWYEE,0.0,86.60254037844388,58.92556509887895,53.03300858899106,16.666666666666664,31.622776601683793,43.30127018922194,29.4174202707276,23.57022603955158,20.41241452319315,Lawyer
98,teAcheR,35.35533905932737,54.433105395181734,100.0,58.333333333333336,47.14045207910317,44.721359549995796,40.824829046386306,83.20502943378438,44.44444444444444,57.735026918962575,Teacher
99,POLiCE,43.30127018922194,33.333333333333336,40.824829046386306,40.824829046386306,28.86751345948129,18.257418583505537,100.00000000000003,45.29108136578384,27.216552697590867,35.35533905932738,Police
100,nuspe,0.0,18.257418583505537,29.8142396999972,55.90169943749474,31.622776601683793,79.99999999999999,36.51483716701107,12.403473458920846,44.721359549995796,25.81988897471611,Nurse
101,dentisst,30.618621784789724,11.785113019775793,38.490017945975055,43.30127018922194,40.824829046386306,51.63977794943222,23.570226039551585,48.03844614152615,96.22504486493763,41.66666666666667,Dentist
102,enganeer,8.838834764831843,51.03103630798288,66.66666666666666,93.75,35.35533905932738,67.08203932499369,30.618621784789728,34.668762264076825,41.66666666666667,21.65063509461097,Engineer
103,dentizt,35.35533905932737,13.608276348795433,44.44444444444444,50.0,47.14045207910317,29.8142396999972,27.216552697590867,55.47001962252291,88.88888888888889,28.867513459481287,Dentist
104,engeneir,8.838834764831843,40.824829046386306,58.333333333333336,100.0,23.570226039551585,67.08203932499369,40.824829046386306,34.668762264076825,50.0,14.433756729740645,Engineer
105,POlICe,43.30127018922194,33.333333333333336,40.824829046386306,40.824829046386306,28.86751345948129,18.257418583505537,100.00000000000003,45.29108136578384,27.216552697590867,35.35533905932738,Police
106,lawYer,14.433756729740645,100.00000000000003,54.433105395181734,40.824829046386306,19.245008972987527,36.51483716701107,33.333333333333336,33.96831102433788,13.608276348795433,35.35533905932738,Lawyer
107,pOlICE,43.30127018922194,33.333333333333336,40.824829046386306,40.824829046386306,28.86751345948129,18.257418583505537,100.00000000000003,45.29108136578384,27.216552697590867,35.35533905932738,Police
108,lAWYE,0.0,91.28709291752769,44.721359549995796,33.54101966249684,21.081851067789195,19.999999999999996,36.51483716701107,24.806946917841692,14.9071198499986,25.81988897471611,Lawyer
109,DOCTER,86.60254037844388,33.333333333333336,68.04138174397718,40.824829046386306,48.11252243246882,36.51483716701107,50.000000000000014,67.93662204867576,54.433105395181734,35.35533905932738,Doctor
110,doctour,94.28090415820633,13.608276348795433,33.33333333333333,8.333333333333332,54.997194092287025,29.8142396999972,40.824829046386306,46.22501635210243,33.33333333333333,28.867513459481287,Doctor
111,doktoor,88.2522608121828,11.32277034144596,18.490006540840973,6.933752452815364,32.68602252303068,12.403473458920846,33.96831102433788,23.07692307692308,27.735009811261456,16.012815380508716,Doctor
112,POLiCe,43.30127018922194,33.333333333333336,40.824829046386306,40.824829046386306,28.86751345948129,18.257418583505537,100.00000000000003,45.29108136578384,27.216552697590867,35.35533905932738,Police
113,DENITIST,30.618621784789724,11.785113019775793,38.490017945975055,50.51814855409226,40.824829046386306,38.72983346207417,35.35533905932738,56.04485383178051,96.22504486493763,41.66666666666667,Dentist
114,dokctur,80.1783725737273,15.430334996209192,37.79644730092272,9.44911182523068,53.45224838248488,33.80617018914066,30.860669992418384,52.41424183609592,37.79644730092272,32.73268353539886,Doctor
115,dentists,30.618621784789724,11.785113019775793,38.490017945975055,43.30127018922194,40.824829046386306,51.63977794943222,23.570226039551585,48.03844614152615,96.22504486493763,41.66666666666667,Dentist
116,DOKATER,66.8153104781061,46.29100498862757,62.9940788348712,37.79644730092272,44.5435403187374,33.80617018914066,30.860669992418384,52.41424183609592,50.395263067896956,43.64357804719848,Doctor
117,DOCTUOR,94.28090415820633,13.608276348795433,33.33333333333333,8.333333333333332,54.997194092287025,29.8142396999972,40.824829046386306,46.22501635210243,33.33333333333333,28.867513459481287,Doctor
118,enjineer,8.838834764831843,40.824829046386306,58.333333333333336,93.75,23.570226039551585,67.08203932499369,40.824829046386306,34.668762264076825,50.0,14.433756729740645,Engineer
119,POliCE,43.30127018922194,33.333333333333336,40.824829046386306,40.824829046386306,28.86751345948129,18.257418583505537,100.00000000000003,45.29108136578384,27.216552697590867,35.35533905932738,Police
120,DOCTAR,86.60254037844388,33.333333333333336,54.433105395181734,10.206207261596576,67.35753140545636,18.257418583505537,33.333333333333336,67.93662204867576,40.824829046386306,58.92556509887896,Doctor
121,enjinear,10.206207261596575,47.14045207910317,57.735026918962575,86.60254037844388,40.824829046386306,64.54972243679028,35.35533905932738,40.03203845127179,48.112522432468815,33.333333333333336,Engineer
122,DNTITST,39.2232270276368,0.0,27.735009811261456,20.801257358446094,52.297636036849084,24.806946917841692,11.32277034144596,53.846153846153854,92.45003270420486,40.03203845127179,Dentist
123,lawyer,14.433756729740645,100.00000000000003,54.433105395181734,40.824829046386306,19.245008972987527,36.51483716701107,33.333333333333336,33.96831102433788,13.608276348795433,35.35533905932738,Lawyer
124,POLicE,43.30127018922194,33.333333333333336,40.824829046386306,40.824829046386306,28.86751345948129,18.257418583505537,100.00000000000003,45.29108136578384,27.216552697590867,35.35533905932738,Police
125,docters,80.1783725737273,30.860669992418384,62.9940788348712,37.79644730092272,44.5435403187374,50.70925528371099,46.29100498862757,62.897090203315095,62.9940788348712,43.64357804719848,Doctor
126,arkhitect,42.640143271122085,36.92744729379982,80.40302522073696,37.68891807222045,56.85352436149612,26.967994498529684,36.92744729379982,91.98662110078,60.30226891555272,69.63106238227914,Architect
127,TEacheR,35.35533905932737,54.433105395181734,100.0,58.333333333333336,47.14045207910317,44.721359549995796,40.824829046386306,83.20502943378438,44.44444444444444,57.735026918962575,Teacher
128,engniear,10.206207261596575,47.14045207910317,57.735026918962575,93.81941874331419,40.824829046386306,64.54972243679028,35.35533905932738,40.03203845127179,48.112522432468815,33.333333333333336,Engineer
129,DocTRo,99.99999999999997,14.433756729740645,35.35533905932737,8.838834764831843,50.0,15.811388300841896,43.30127018922194,49.029033784546,35.35533905932737,30.618621784789724,Doctor
130,laWyer,14.433756729740645,100.00000000000003,54.433105395181734,40.824829046386306,19.245008972987527,36.51483716701107,33.333333333333336,33.96831102433788,13.608276348795433,35.35533905932738,Lawyer
131,dntist,37.49999999999999,0.0,23.57022603955158,26.51650429449553,50.0,31.622776601683793,14.433756729740645,49.029033784546,94.28090415820633,40.8248290463863,Dentist
132,accoUNtANt,50.0,19.245008972987527,47.14045207910317,23.570226039551585,100.00000000000003,31.622776601683793,28.86751345948129,65.37204504606136,47.14045207910317,54.433105395181734,Accountant
133,DACTOR,86.60254037844388,33.333333333333336,54.433105395181734,10.206207261596576,67.35753140545636,18.257418583505537,33.333333333333336,67.93662204867576,40.824829046386306,58.92556509887896,Doctor
134,lawYER,14.433756729740645,100.00000000000003,54.433105395181734,40.824829046386306,19.245008972987527,36.51483716701107,33.333333333333336,33.96831102433788,13.608276348795433,35.35533905932738,Lawyer
135,enjineearr,15.811388300841896,54.77225575051661,67.08203932499369,89.44271909999159,31.622776601683793,69.99999999999999,36.51483716701107,43.41215710622296,44.721359549995796,32.27486121839514,Engineer
136,PoLICE,43.30127018922194,33.333333333333336,40.824829046386306,40.824829046386306,28.86751345948129,18.257418583505537,100.00000000000003,45.29108136578384,27.216552697590867,35.35533905932738,Police
137,Engnnir,9.8058067569092,22.64554068289192,27.735009811261456,83.20502943378438,39.22322702763682,62.01736729460423,22.64554068289192,23.07692307692308,46.22501635210243,16.012815380508716,Engineer
138,engieearr,17.14985851425088,59.40885257860046,72.7606875108999,90.95085938862486,22.86647801900118,65.07913734559685,39.60590171906698,47.08709557974188,40.42260417272217,35.00700210070025,Engineer
139,Enginnear,8.57492925712544,39.60590171906698,48.5071250072666,90.95085938862486,45.73295603800236,65.07913734559685,29.70442628930023,33.633639699815625,48.5071250072666,28.0056016805602,Engineer
140,Enguniear,9.8058067569092,45.29108136578384,55.47001962252291,90.13878188659974,45.760431532242954,74.42084075352507,33.96831102433788,38.46153846153847,46.22501635210243,32.02563076101743,Engineer
141,ACcouNTANT,50.0,19.245008972987527,47.14045207910317,23.570226039551585,100.00000000000003,31.622776601683793,28.86751345948129,65.37204504606136,47.14045207910317,54.433105395181734,Accountant
142,tEAchEr,35.35533905932737,54.433105395181734,100.0,58.333333333333336,47.14045207910317,44.721359549995796,40.824829046386306,83.20502943378438,44.44444444444444,57.735026918962575,Teacher
143,enginir,10.660035817780521,24.61829819586655,30.15113445777636,82.915619758885,28.42676218074806,53.93598899705937,36.92744729379982,33.44968040028363,50.251890762960606,26.111648393354674,Engineer
144,DOKTOER,82.49579113843053,27.216552697590867,44.44444444444444,33.33333333333333,31.426968052735443,29.8142396999972,40.824829046386306,36.980013081681946,44.44444444444444,19.245008972987527,Doctor
145,PoLIcE,43.30127018922194,33.333333333333336,40.824829046386306,40.824829046386306,28.86751345948129,18.257418583505537,100.00000000000003,45.29108136578384,27.216552697590867,35.35533905932738,Police
146,enjeenerr,14.142135623730951,48.98979485566357,66.66666666666666,90.0,18.85618083164127,71.55417527999327,32.65986323710904,33.282011773513744,40.0,11.547005383792516,Engineer
147,enganeer,8.838834764831843,51.03103630798288,66.66666666666666,93.75,35.35533905932738,67.08203932499369,30.618621784789728,34.668762264076825,41.66666666666667,21.65063509461097,Engineer
148,denitss,23.57022603955158,13.608276348795433,33.33333333333333,50.0,31.426968052735443,59.6284793999944,27.216552697590867,36.980013081681946,88.88888888888889,38.490017945975055,Dentist
149,TeACHer,35.35533905932737,54.433105395181734,100.0,58.333333333333336,47.14045207910317,44.721359549995796,40.824829046386306,83.20502943378438,44.44444444444444,57.735026918962575,Teacher
150,pOLICe,43.30127018922194,33.333333333333336,40.824829046386306,40.824829046386306,28.86751345948129,18.257418583505537,100.00000000000003,45.29108136578384,27.216552697590867,35.35533905932738,Police
151,nurxe,15.811388300841896,36.51483716701107,44.721359549995796,67.08203932499369,31.622776601683793,79.99999999999999,18.257418583505537,24.806946917841692,29.8142396999972,12.909944487358056,Nurse
